review_id,order_id,product_id,seller_id,category,rating,review_date,seller_response_days,has_seller_response,helpful_votes
R000168,O008895,P01534,S0017,Home & Garden,5.0,2022-10-18,12,False,17.0
R000169,O008021,P00416,S0008,Beauty,5.0,2023-03-31,3,True,14.0
R000170,O002233,P00170,S0044,Books,5.0,2023-06-03,2,True,16.0
R000171,O000994,P00700,S0060,Toys & Games,5.0,2023-10-16,9,False,14.0
R000172,O009413,P00651,S0110,Electronics,5.0,2023-08-13,13,False,11.0
R000173,O007059,P01840,S0041,Home & Garden,5.0,2023-04-16,8,False,18.0
R000174,O006790,P00922,S0045,Fashion,5.0,2023-03-04,11,False,14.0
R000175,O000361,P01792,S0074,Home & Garden,5.0,2022-12-05,2,True,14.0
R000176,O000305,P00505,S0115,Books,5.0,2023-06-25,6,True,12.0
R000177,O002628,P00802,S0047,Jewelry,5.0,2023-01-14,14,False,14.0
R000178,O008966,P01256,S0131,Toys & Games,3.0,2023-02-06,12,False,9.0
R000179,O004514,P00193,S0005,Sports,5.0,2023-03-09,10,False,13.0
R000180,O005911,P00545,S0017,Toys & Games,4.0,2022-10-23,11,False,10.0
R000181,O008314,P00247,S0032,Art & Crafts,5.0,2023-04-02,10,False,10.0
R000182,O003101,P00247,S0032,Art & Crafts,5.0,2024-02-16,8,False,12.0
R000183,O005704,P01845,S0047,Home & Garden,5.0,2023-01-28,9,False,14.0
R000184,O003899,P01635,S0020,Sports,5.0,2022-12-06,10,False,12.0
R000185,O005441,P00092,S0056,Electronics,5.0,2023-04-06,3,True,13.0
R000186,O007931,P01020,S0118,Electronics,4.0,2023-08-03,8,False,9.0
R000187,O000622,P01342,S0035,Books,5.0,2023-12-07,3,True,13.0
R000188,O007236,P00861,S0011,Books,5.0,2022-10-09,12,False,13.0
R000189,O002499,P01669,S0057,Beauty,5.0,2023-03-06,11,False,12.0
R000190,O000714,P00348,S0090,Toys & Games,5.0,2023-08-14,12,False,12.0
R000191,O008404,P01440,S0013,Toys & Games,5.0,2023-12-04,4,True,13.0
R000192,O002856,P00916,S0014,Books,5.0,2023-02-18,10,False,13.0
R000193,O004270,P00486,S0106,Fashion,5.0,2023-12-11,9,False,13.0
R000194,O002909,P01236,S0002,Food & Beverage,5.0,2023-02-01,3,True,14.0
R000195,O008081,P00347,S0025,Home & Garden,5.0,2023-01-01,12,False,11.0
R000196,O004517,P01862,S0008,Sports,5.0,2023-04-29,2,True,13.0
R000197,O001262,P01682,S0137,Fashion,5.0,2022-11-06,9,False,10.0
R000198,O003161,P01567,S0029,Beauty,5.0,2022-09-27,6,True,11.0
R000199,O000971,P01477,S0087,Electronics,5.0,2023-10-20,6,True,11.0
R000200,O003913,P01071,S0114,Food & Beverage,5.0,2023-06-07,2,True,11.0
R000201,O005199,P01951,S0091,Beauty,5.0,2023-05-21,10,False,11.0
R000202,O008847,P01213,S0049,Sports,5.0,2022-08-23,7,True,15.0
R000203,O000260,P01641,S0003,Beauty,5.0,2023-06-06,9,False,12.0
R000204,O003791,P00711,S0040,Beauty,5.0,2024-02-16,10,False,12.0
R000205,O009203,P01489,S0058,Fashion,5.0,2023-07-04,12,False,15.0
R000206,O000488,P01813,S0116,Sports,5.0,2023-02-14,2,True,13.0
R000207,O007908,P01875,S0119,Home & Garden,5.0,2023-12-21,6,True,12.0
R000208,O000519,P00819,S0072,Electronics,5.0,2023-11-06,8,False,15.0
R000209,O008343,P01620,S0101,Jewelry,5.0,2023-09-13,8,False,13.0
R000210,O000312,P01744,S0007,Toys & Games,5.0,2023-02-19,9,False,12.0
R000211,O003232,P01312,S0108,Jewelry,5.0,2023-05-26,6,True,16.0
R000212,O007933,P01784,S0074,Food & Beverage,5.0,2023-10-11,8,False,11.0
R000213,O007458,P01842,S0072,Electronics,5.0,2022-12-14,12,False,13.0
R000214,O009784,P00050,S0132,Beauty,5.0,2022-09-15,12,False,12.0
R000215,O005184,P01930,S0124,Beauty,5.0,2023-03-26,14,False,13.0
R000216,O008077,P01836,S0011,Sports,5.0,2023-05-31,14,False,14.0
R000217,O006502,P01303,S0144,Food & Beverage,3.0,2022-10-12,14,False,12.0
R000218,O006791,P00130,S0113,Art & Crafts,5.0,2023-02-16,3,True,13.0
R000219,O007773,P01059,S0119,Fashion,5.0,2023-10-18,4,True,11.0
R000220,O002738,P00775,S0029,Art & Crafts,4.0,2023-04-19,6,True,12.0
R000221,O007842,P01427,S0014,Art & Crafts,5.0,2023-01-15,9,False,11.0
R000222,O006262,P01786,S0005,Jewelry,5.0,2023-02-24,9,False,12.0
R000223,O008206,P00513,S0039,Electronics,5.0,2024-01-27,6,True,16.0
R000224,O001248,P01317,S0084,Sports,5.0,2023-04-02,9,False,15.0
R000225,O009336,P01993,S0078,Home & Garden,5.0,2023-11-29,13,False,11.0
R000226,O004195,P01974,S0028,Food & Beverage,2.0,2023-10-27,5,True,9.0
R000227,O008001,P01633,S0004,Toys & Games,5.0,2023-11-30,8,False,13.0
R000228,O007378,P01541,S0032,Sports,5.0,2022-12-18,9,False,14.0
R000229,O003435,P01138,S0048,Fashion,4.0,2022-09-14,11,False,10.0
R000230,O005382,P01378,S0032,Fashion,5.0,2023-05-09,9,False,15.0
R000231,O000959,P01987,S0064,Jewelry,5.0,2023-12-27,14,False,13.0
R000232,O000417,P00371,S0104,Electronics,5.0,2024-02-12,5,True,14.0
R000233,O005742,P00667,S0123,Toys & Games,5.0,2023-10-07,14,False,14.0
R000234,O006728,P00365,S0084,Food & Beverage,5.0,2022-09-11,12,False,11.0
R000235,O004382,P01266,S0005,Home & Garden,5.0,2023-11-06,13,False,17.0
R000236,O005197,P00879,S0103,Electronics,5.0,2024-01-30,13,False,11.0
R000237,O001113,P00285,S0076,Fashion,5.0,2022-10-13,9,False,12.0
R000238,O002689,P01433,S0079,Food & Beverage,4.0,2023-11-09,10,False,14.0
R000239,O006473,P01796,S0125,Toys & Games,5.0,2022-12-22,10,False,14.0
R000240,O008820,P00775,S0029,Art & Crafts,5.0,2022-12-05,8,False,12.0
R000241,O007808,P00249,S0097,Toys & Games,5.0,2022-11-02,5,True,11.0
R000242,O003411,P00501,S0054,Electronics,5.0,2024-01-21,2,True,13.0
R000243,O000081,P00824,S0008,Home & Garden,5.0,2023-11-30,3,True,13.0
R000244,O004614,P00830,S0024,Home & Garden,5.0,2023-01-01,11,False,14.0
R000245,O001374,P00923,S0122,Electronics,4.0,2023-12-04,2,True,13.0
R000246,O001510,P00164,S0113,Jewelry,5.0,2023-12-17,7,True,13.0
R000247,O006443,P01798,S0076,Books,5.0,2023-11-24,11,False,12.0
R000248,O003071,P00581,S0082,Food & Beverage,5.0,2023-06-25,8,False,11.0
R000249,O003016,P00687,S0076,Books,5.0,2023-07-30,7,True,11.0
R000250,O004823,P00917,S0012,Toys & Games,5.0,2022-11-01,5,True,13.0
R000251,O007822,P00880,S0103,Beauty,5.0,2023-02-25,10,False,13.0
R000252,O000093,P00715,S0033,Art & Crafts,5.0,2023-12-17,9,False,13.0
R000253,O009421,P00505,S0115,Books,5.0,2023-01-03,6,True,12.0
R000254,O006600,P01929,S0148,Jewelry,5.0,2023-04-18,9,False,14.0
R000255,O004443,P01734,S0106,Beauty,3.0,2023-12-15,8,False,9.0
R000256,O007602,P01715,S0057,Art & Crafts,5.0,2022-11-25,8,False,15.0
R000257,O003835,P01462,S0060,Food & Beverage,3.0,2022-11-05,13,False,7.0
R000258,O009702,P01757,S0082,Books,5.0,2022-09-11,10,False,12.0
R000259,O004322,P01469,S0028,Fashion,5.0,2024-02-11,9,False,13.0
R000260,O003394,P00098,S0014,Beauty,5.0,2022-11-29,8,False,15.0
R000261,O004752,P00784,S0004,Toys & Games,5.0,2023-05-07,10,False,13.0
R000262,O007229,P00360,S0063,Books,4.0,2022-10-09,2,True,13.0
R000263,O009191,P00481,S0017,Fashion,5.0,2023-11-02,9,False,11.0
R000264,O002361,P00279,S0109,Home & Garden,4.0,2023-08-08,11,False,11.0
R000265,O001148,P01159,S0068,Books,5.0,2024-02-14,4,True,12.0
R000266,O005666,P00814,S0024,Books,5.0,2022-09-14,13,False,12.0
R000267,O008075,P00424,S0144,Fashion,5.0,2022-12-13,10,False,14.0
R000268,O004943,P02000,S0110,Home & Garden,5.0,2022-08-24,14,False,12.0
R000269,O003663,P01264,S0060,Fashion,5.0,2023-10-16,13,False,14.0
R000270,O001563,P01562,S0022,Food & Beverage,5.0,2023-08-31,10,False,11.0
R000271,O004113,P01534,S0017,Home & Garden,5.0,2022-11-19,8,False,16.0
R000272,O009050,P00667,S0123,Toys & Games,5.0,2023-12-19,12,False,12.0
R000273,O009276,P00013,S0103,Fashion,5.0,2023-04-27,12,False,14.0
R000274,O008538,P00029,S0132,Fashion,5.0,2023-06-14,10,False,12.0
R000275,O000795,P00731,S0045,Sports,5.0,2022-10-14,13,False,12.0
R000276,O005854,P01034,S0130,Fashion,4.0,2023-07-20,6,True,11.0
R000277,O007619,P00196,S0013,Sports,5.0,2022-12-19,7,True,13.0
R000278,O001594,P00921,S0025,Jewelry,5.0,2023-01-31,12,False,13.0
R000279,O007418,P00734,S0023,Home & Garden,5.0,2023-12-29,9,False,15.0
R000280,O005267,P00920,S0141,Art & Crafts,5.0,2023-07-13,0,True,17.0
R000281,O007147,P00903,S0111,Sports,5.0,2024-01-15,8,False,14.0
R000282,O000089,P00545,S0017,Toys & Games,5.0,2022-09-20,11,False,11.0
R000283,O008695,P01133,S0072,Home & Garden,5.0,2023-12-23,8,False,15.0
R000284,O009732,P00623,S0068,Home & Garden,5.0,2023-02-14,2,True,13.0
R000285,O009446,P01859,S0107,Books,5.0,2023-04-25,9,False,12.0
R000286,O006754,P00062,S0022,Food & Beverage,5.0,2023-05-08,12,False,14.0
R000287,O003502,P01487,S0148,Books,5.0,2023-06-29,9,False,19.0
R000288,O002234,P00322,S0137,Beauty,5.0,2022-11-07,7,True,14.0
R000289,O002803,P00657,S0006,Books,5.0,2023-12-18,9,False,12.0
R000290,O004424,P01039,S0001,Home & Garden,5.0,2023-11-13,9,False,16.0
R000291,O005663,P01198,S0123,Fashion,5.0,2023-04-18,11,False,13.0
R000292,O007170,P00819,S0072,Electronics,5.0,2023-05-16,8,False,15.0
R000293,O008337,P01492,S0143,Books,5.0,2023-11-20,12,False,14.0
R000294,O002148,P01551,S0149,Toys & Games,5.0,2023-01-18,10,False,12.0
R000295,O007969,P00618,S0133,Art & Crafts,5.0,2023-09-13,11,False,13.0
R000296,O006551,P00579,S0072,Art & Crafts,5.0,2022-11-23,11,False,11.0
R000297,O007643,P00394,S0055,Home & Garden,5.0,2023-05-12,5,True,14.0
R000298,O006164,P00964,S0039,Sports,5.0,2023-08-21,9,False,12.0
R000299,O001495,P01149,S0107,Food & Beverage,5.0,2023-06-17,10,False,14.0
R000300,O007696,P00629,S0121,Books,5.0,2023-07-12,7,True,11.0
R000301,O007094,P00027,S0133,Toys & Games,5.0,2023-12-21,9,False,13.0
R000302,O001409,P01276,S0086,Books,4.0,2023-11-24,8,False,10.0
R000303,O006691,P01954,S0046,Electronics,5.0,2022-11-12,7,True,14.0
R000304,O003401,P01937,S0038,Electronics,5.0,2023-01-14,8,False,12.0
R000305,O000109,P01976,S0063,Toys & Games,5.0,2023-05-25,3,True,13.0
R000306,O005636,P00688,S0009,Art & Crafts,5.0,2024-01-15,6,True,15.0
R000307,O008482,P01640,S0014,Electronics,4.0,2022-10-27,14,False,11.0
R000308,O006604,P01327,S0085,Beauty,5.0,2023-08-18,10,False,12.0
R000309,O001091,P01426,S0092,Jewelry,5.0,2023-07-17,5,True,15.0
R000310,O005560,P00308,S0111,Food & Beverage,5.0,2023-06-27,14,False,10.0
R000311,O009412,P01754,S0057,Sports,5.0,2024-02-20,9,False,13.0
R000312,O008143,P00530,S0061,Toys & Games,4.0,2023-10-02,11,False,11.0
R000313,O008664,P00171,S0133,Toys & Games,5.0,2022-10-31,13,False,12.0
R000314,O006596,P00554,S0008,Books,5.0,2023-01-14,3,True,11.0
R000315,O000624,P01297,S0012,Beauty,5.0,2024-01-18,5,True,11.0
R000316,O006871,P01381,S0092,Beauty,5.0,2023-09-14,11,False,13.0
R000317,O004814,P00587,S0108,Sports,5.0,2023-04-12,7,True,14.0
R000318,O006553,P00930,S0032,Art & Crafts,5.0,2023-10-05,13,False,12.0
R000319,O007530,P01839,S0008,Food & Beverage,5.0,2024-02-17,6,True,12.0
R000320,O005796,P00388,S0113,Home & Garden,5.0,2022-12-15,3,True,11.0
R000321,O007437,P01503,S0038,Home & Garden,5.0,2023-09-19,11,False,11.0
R000322,O004218,P00766,S0138,Jewelry,5.0,2022-08-31,9,False,12.0
R000323,O005941,P01773,S0081,Books,5.0,2022-12-30,7,True,16.0
R000324,O008501,P00327,S0011,Fashion,5.0,2022-10-30,12,False,11.0
R000325,O006429,P00530,S0061,Toys & Games,4.0,2023-03-07,13,False,10.0
R000326,O006827,P00977,S0087,Fashion,5.0,2023-06-25,11,False,15.0
R000327,O004131,P00392,S0129,Sports,5.0,2023-01-03,10,False,11.0
R000328,O007802,P01334,S0143,Books,5.0,2023-09-29,11,False,12.0
R000329,O007754,P00429,S0007,Toys & Games,5.0,2022-11-04,13,False,16.0
R000330,O004722,P00756,S0079,Jewelry,5.0,2023-08-16,9,False,11.0
R000331,O001651,P01878,S0063,Art & Crafts,5.0,2023-10-08,3,True,14.0
R000332,O004141,P00256,S0104,Toys & Games,5.0,2023-05-02,8,False,15.0
R000333,O001618,P01743,S0021,Home & Garden,5.0,2022-12-16,6,True,15.0
R000334,O002030,P00859,S0102,Fashion,5.0,2023-12-09,10,False,13.0
R000335,O008518,P00387,S0115,Books,4.0,2024-02-14,5,True,11.0
R000336,O004576,P01007,S0080,Beauty,5.0,2022-10-12,10,False,12.0
R000337,O003993,P01146,S0108,Sports,5.0,2022-12-13,10,False,13.0
R000338,O007377,P01348,S0073,Home & Garden,5.0,2023-11-19,10,False,13.0
R000339,O006150,P00508,S0149,Art & Crafts,5.0,2023-06-16,9,False,12.0
R000340,O004909,P01757,S0082,Books,5.0,2023-11-19,7,True,16.0
R000341,O005027,P01434,S0149,Jewelry,5.0,2023-07-13,10,False,12.0
R000342,O008261,P01936,S0047,Home & Garden,4.0,2023-10-22,13,False,11.0
